ghc,hc,bj,gbj,gnull,ggnull,cpma,score,fdr_ratio,minP,N,H0,H1,name,min_cor,avg_cor,max_cor,mu,eps,asymp,ghc-AvgFailPct,ghc-PctAllFail,gbj-AvgFailPct,gbj-PctAllFail,ggnull-AvgFailPct,ggnull-PctAllFail
2.0/267,3.0/264,7.0/214,5.0/259,6.0/255,4.0/263,10.0/151,1.0/271,8.0/167,9.0/164,400,5000,1000,norm_sig,0.0,0.02,0.47,1.548,14,detectable,0.0,0.0,0.2503958333333333,0.003125,0.0,0.0
2.0/133,3.5/131,7.0/107,5.0/127,6.0/126,1.0/134,10.0/76,3.5/131,8.5/87,8.5/87,400,5000,1000,norm_sig,0.0,0.02,0.47,1.095,14,detectable,0.0,0.0,0.34625520833333334,0.008333333333333333,0.0,0.0
7.5/969,9.0/968,4.0/993,1.5/996,3.0/994,1.5/996,10.0/833,7.5/969,5.0/990,6.0/986,400,5000,1000,norm_sig,0.0,0.02,0.47,3.462,10,identifiable,0.0,0.0,0.17425,0.0,0.0,0.0
7.0/955,8.0/948,4.0/987,1.5/992,3.0/989,1.5/992,10.0/760,9.0/919,5.0/976,6.0/965,400,5000,1000,norm_sig,0.0,0.02,0.47,3.284,10,identifiable,0.0,0.0,0.18152604166666667,0.0,0.0,0.0
6.0/910,7.0/909,4.0/951,1.0/972,3.0/961,2.0/970,10.0/661,9.0/869,5.0/921,8.0/908,400,5000,1000,norm_sig,0.0,0.02,0.47,3.096,10,identifiable,0.0,0.0,0.18175520833333333,0.0,0.0,0.0
6.0/850,8.0/837,4.0/904,1.0/935,3.0/912,2.0/925,10.0/545,9.0/796,5.0/865,7.0/848,400,5000,1000,norm_sig,0.0,0.02,0.47,2.896,10,identifiable,0.0,0.0,0.18508333333333332,0.0,0.0,0.0
6.0/752,8.0/742,4.0/802,1.0/855,3.0/819,2.0/848,10.0/431,9.0/689,5.0/779,7.0/750,400,5000,1000,norm_sig,0.0,0.02,0.47,2.681,10,detectable,0.0,0.0,0.19478645833333333,0.0,0.0,0.0
5.5/613,7.0/611,4.0/635,1.0/704,3.0/673,2.0/689,10.0/321,9.0/534,5.5/613,8.0/585,400,5000,1000,norm_sig,0.0,0.02,0.47,2.448,10,detectable,0.0,0.0,0.20371875,0.0,0.0,0.0
5.0/461,6.0/447,4.0/462,1.0/541,3.0/507,2.0/527,10.0/237,9.0/414,7.0/441,8.0/416,400,5000,1000,norm_sig,0.0,0.02,0.47,2.189,10,detectable,0.0,0.0,0.22446354166666668,0.0010416666666666667,0.0,0.0
4.0/302,5.0/295,7.0/280,1.0/336,3.0/320,2.0/329,10.0/159,6.0/282,8.0/275,9.0/261,400,5000,1000,norm_sig,0.0,0.02,0.47,1.896,10,detectable,0.0,0.0,0.261171875,0.003125,0.0,0.0
4.0/179,5.0/177,7.0/152,2.0/184,3.0/183,1.0/189,10.0/103,6.0/172,9.0/139,8.0/140,400,5000,1000,norm_sig,0.0,0.02,0.47,1.548,10,detectable,0.0,0.0,0.30943229166666675,0.003125,0.0,0.0
2.5/101,2.5/101,7.0/78,6.0/94,5.0/95,4.0/96,8.0/69,1.0/103,9.5/65,9.5/65,400,5000,1000,norm_sig,0.0,0.02,0.47,1.095,10,undetectable,0.0,0.0,0.38749479166666667,0.015625,0.0,0.0
7.0/831,9.0/817,4.0/970,1.0/980,3.0/975,2.0/978,10.0/536,8.0/825,5.0/961,6.0/953,400,5000,1000,norm_sig,0.0,0.02,0.47,3.462,7,identifiable,0.0,0.0,0.2436875,0.0,0.0,0.0
7.0/745,8.0/736,4.5/909,1.0/941,3.0/912,2.0/927,10.0/434,9.0/719,4.5/909,6.0/895,400,5000,1000,norm_sig,0.0,0.02,0.47,3.284,7,identifiable,0.0,0.0,0.2462604166666667,0.0,0.0,0.0
7.0/720,8.0/705,4.0/859,1.0/890,3.0/880,2.0/884,10.0/378,9.0/634,5.0/855,6.0/843,400,5000,1000,norm_sig,0.0,0.02,0.47,3.096,7,identifiable,0.0,0.0,0.25043229166666664,0.0,0.0,0.0
7.0/590,8.0/581,6.0/723,1.0/796,3.0/744,2.0/776,10.0/290,9.0/545,4.0/741,5.0/726,400,5000,1000,norm_sig,0.0,0.02,0.47,2.896,7,identifiable,0.0,0.0,0.2532552083333333,0.0,0.0,0.0
7.0/511,8.0/502,6.0/606,1.0/679,4.0/630,2.0/661,10.0/235,9.0/436,3.0/648,5.0/628,400,5000,1000,norm_sig,0.0,0.02,0.47,2.681,7,detectable,0.0,0.0,0.25901041666666663,0.0,0.0,0.0
7.0/404,8.0/393,6.0/436,1.0/528,4.5/472,2.0/504,10.0/180,9.0/348,3.0/488,4.5/472,400,5000,1000,norm_sig,0.0,0.02,0.47,2.448,7,detectable,0.0,0.0,0.2778125000000001,0.0010416666666666667,0.0,0.0
6.0/295,8.0/288,7.0/292,1.0/362,5.0/323,2.0/342,10.0/136,9.0/245,3.0/338,4.0/330,400,5000,1000,norm_sig,0.0,0.02,0.47,2.189,7,detectable,0.0,0.0,0.2927552083333333,0.0,0.0,0.0
6.5/196,6.5/196,9.0/173,1.0/228,3.0/214,2.0/217,10.0/97,8.0/182,4.0/208,5.0/202,400,5000,1000,norm_sig,0.0,0.02,0.47,1.896,7,detectable,0.0,0.0,0.32469791666666664,0.0,0.0,0.0
6.5/129,8.0/128,9.0/113,1.5/138,3.5/137,1.5/138,10.0/76,3.5/137,6.5/129,5.0/130,400,5000,1000,norm_sig,0.0,0.02,0.47,1.548,7,detectable,0.0,0.0,0.35859895833333333,0.00625,0.0,0.0
2.0/89,1.0/91,7.0/79,6.0/81,3.0/88,4.0/84,9.0/60,5.0/82,10.0/58,8.0/61,400,5000,1000,norm_sig,0.0,0.02,0.47,1.095,7,undetectable,0.0,0.0,0.42213541666666665,0.013541666666666667,0.0,0.0
7.0/584,8.0/570,6.0/861,1.0/901,5.0/865,4.0/882,10.0/290,9.0/565,2.0/896,3.0/883,400,5000,1000,norm_sig,0.0,0.02,0.47,3.462,5,identifiable,0.0,0.0,0.29914062500000005,0.0,0.0,0.0
7.0/533,8.0/520,6.0/747,1.0/829,5.0/773,4.0/793,10.0/234,9.0/467,2.0/828,3.0/811,400,5000,1000,norm_sig,0.0,0.02,0.47,3.284,5,identifiable,0.0,0.0,0.303109375,0.0,0.0,0.0
7.0/462,8.0/451,6.0/667,2.5/738,5.0/678,4.0/718,10.0/223,9.0/414,1.0/751,2.5/738,400,5000,1000,norm_sig,0.0,0.02,0.47,3.096,5,identifiable,0.0,0.0,0.30496354166666667,0.0,0.0,0.0
7.0/384,8.0/375,6.0/539,1.0/626,5.0/565,4.0/587,10.0/170,9.0/331,2.0/622,3.0/609,400,5000,1000,norm_sig,0.0,0.02,0.47,2.896,5,detectable,0.0,0.0,0.30890624999999994,0.0,0.0,0.0
7.5/317,7.5/317,6.0/427,1.5/514,5.0/457,4.0/475,10.0/150,9.0/265,1.5/514,3.0/509,400,5000,1000,norm_sig,0.0,0.02,0.47,2.681,5,detectable,0.0,0.0,0.3163697916666667,0.0,0.0,0.0
8.0/250,7.0/251,6.0/305,3.0/368,5.0/325,4.0/350,10.0/122,9.0/217,1.0/383,2.0/378,400,5000,1000,norm_sig,0.0,0.02,0.47,2.448,5,detectable,0.0,0.0,0.3281145833333333,0.0010416666666666667,0.0,0.0
7.0/202,8.0/200,6.0/223,1.0/267,4.0/242,2.0/254,10.0/95,9.0/177,3.0/244,5.0/240,400,5000,1000,norm_sig,0.0,0.02,0.47,2.189,5,detectable,0.0,0.0,0.347609375,0.003125,0.0,0.0
6.5/150,6.5/150,8.0/131,1.0/161,4.0/153,3.0/155,10.0/79,9.0/126,2.0/156,5.0/152,400,5000,1000,norm_sig,0.0,0.02,0.47,1.896,5,detectable,0.0,0.0,0.36593229166666663,0.003125,0.0,0.0
6.0/104,4.0/109,8.0/98,1.0/116,3.0/110,2.0/113,10.0/71,5.0/107,9.0/97,7.0/100,400,5000,1000,norm_sig,0.0,0.02,0.47,1.548,5,undetectable,0.0,0.0,0.39902604166666666,0.0125,0.0,0.0
6.0/71,4.5/72,7.0/67,1.5/78,4.5/72,1.5/78,10.0/53,3.0/76,9.0/62,8.0/64,400,5000,1000,norm_sig,0.0,0.02,0.47,1.095,5,undetectable,0.0,0.0,0.43632291666666667,0.014583333333333334,0.0,0.0
8.0/266,9.0/262,6.0/594,3.0/689,5.0/607,4.0/642,10.0/130,7.0/270,1.0/761,2.0/756,400,5000,1000,norm_sig,0.0,0.02,0.47,3.462,3,identifiable,0.0,0.0,0.36641145833333333,0.0,0.0,0.0
7.0/247,9.0/237,5.0/522,3.0/590,6.0/517,4.0/558,10.0/116,8.0/246,1.0/628,2.0/617,400,5000,1000,norm_sig,0.0,0.02,0.47,3.284,3,identifiable,0.0,0.0,0.3719270833333333,0.0,0.0,0.0
7.0/234,8.0/233,6.0/432,3.0/523,5.0/443,4.0/483,10.0/115,9.0/217,1.0/575,2.0/559,400,5000,1000,norm_sig,0.0,0.02,0.47,3.096,3,identifiable,0.0,0.0,0.3711510416666667,0.0,0.0,0.0
7.0/197,8.0/193,6.0/379,3.0/432,5.0/382,4.0/412,10.0/112,9.0/178,1.0/509,2.0/498,400,5000,1000,norm_sig,0.0,0.02,0.47,2.896,3,detectable,0.0,0.0,0.3775625,0.0010416666666666667,0.0,0.0
7.0/160,8.0/155,6.0/252,3.0/311,5.0/255,4.0/285,10.0/86,9.0/151,1.0/370,2.0/367,400,5000,1000,norm_sig,0.0,0.02,0.47,2.681,3,detectable,0.0,0.0,0.3843385416666667,0.0010416666666666667,0.0,0.0
7.0/152,8.0/147,6.0/188,3.0/246,5.0/202,4.0/217,10.0/79,9.0/142,1.0/268,2.0/267,400,5000,1000,norm_sig,0.0,0.02,0.47,2.448,3,detectable,0.0,0.0,0.39465625,0.004166666666666667,0.0,0.0
8.5/109,7.0/115,6.0/130,3.0/171,5.0/148,4.0/154,10.0/71,8.5/109,1.0/198,2.0/196,400,5000,1000,norm_sig,0.0,0.02,0.47,2.189,3,detectable,0.0,0.0,0.4014375,0.007291666666666667,0.0,0.0
9.0/95,6.0/102,7.0/98,1.5/123,5.0/104,4.0/110,10.0/63,8.0/96,1.5/123,3.0/121,400,5000,1000,norm_sig,0.0,0.02,0.47,1.896,3,detectable,0.0,0.0,0.417515625,0.007291666666666667,0.0,0.0
3.0/79,1.5/81,9.0/63,7.0/71,5.0/73,4.0/77,10.0/59,1.5/81,8.0/70,6.0/72,400,5000,1000,norm_sig,0.0,0.02,0.47,1.548,3,undetectable,0.0,0.0,0.4334166666666667,0.020833333333333332,0.0,0.0
2.0/65,3.0/60,6.0/55,9.0/52,4.5/56,4.5/56,9.0/52,1.0/73,9.0/52,7.0/54,400,5000,1000,norm_sig,0.0,0.02,0.47,1.095,3,undetectable,0.0,0.0,0.45913020833333335,0.020833333333333332,0.0,0.0
7.5/170,7.5/170,5.0/428,3.0/521,6.0/425,4.0/471,10.0/84,9.0/168,1.0/591,2.0/586,400,5000,1000,norm_sig,0.0,0.02,0.47,3.462,2,identifiable,0.0,0.0,0.405671875,0.0010416666666666667,0.0,0.0
7.0/162,8.0/159,5.5/353,3.0/436,5.5/353,4.0/387,10.0/85,9.0/157,1.0/520,2.0/513,400,5000,1000,norm_sig,0.0,0.02,0.47,3.284,2,identifiable,0.0,0.0,0.40845312500000003,0.003125,0.0,0.0
7.0/154,8.0/151,5.0/288,3.0/348,6.0/282,4.0/315,10.0/73,9.0/137,1.5/440,1.5/440,400,5000,1000,norm_sig,0.0,0.02,0.47,3.096,2,detectable,0.0,0.0,0.411515625,0.0010416666666666667,0.0,0.0
7.0/132,8.0/130,6.0/229,3.0/281,5.0/237,4.0/255,10.0/75,9.0/115,1.5/341,1.5/341,400,5000,1000,norm_sig,0.0,0.02,0.47,2.896,2,detectable,0.0,0.0,0.4158125,0.005208333333333333,0.0,0.0
8.0/117,7.0/122,6.0/168,3.0/219,5.0/183,4.0/203,10.0/68,9.0/114,2.0/282,1.0/283,400,5000,1000,norm_sig,0.0,0.02,0.47,2.681,2,detectable,0.0,0.0,0.4190989583333333,0.00625,0.0,0.0
7.0/109,8.5/104,6.0/144,3.0/173,5.0/150,4.0/165,10.0/62,8.5/104,1.0/205,2.0/204,400,5000,1000,norm_sig,0.0,0.02,0.47,2.448,2,detectable,0.0,0.0,0.4253229166666666,0.00625,0.0,0.0
9.0/91,7.0/95,6.0/104,3.0/131,5.0/115,4.0/129,10.0/62,8.0/93,2.0/137,1.0/139,400,5000,1000,norm_sig,0.0,0.02,0.47,2.189,2,detectable,0.0,0.0,0.43230729166666665,0.010416666666666666,0.0,0.0
8.0/76,6.0/80,9.0/73,5.0/85,4.0/87,3.0/92,10.0/59,7.0/78,1.5/95,1.5/95,400,5000,1000,norm_sig,0.0,0.02,0.47,1.896,2,undetectable,0.0,0.0,0.4401145833333333,0.011458333333333333,0.0,0.0
1.0/76,2.5/70,8.0/60,5.0/67,6.0/62,4.0/68,10.0/52,2.5/70,9.0/58,7.0/61,400,5000,1000,norm_sig,0.0,0.02,0.47,1.548,2,undetectable,0.0,0.0,0.45359374999999996,0.019791666666666666,0.0,0.0
1.0/65,3.0/63,5.0/61,6.0/60,7.0/57,4.0/62,8.5/51,2.0/64,10.0/48,8.5/51,400,5000,1000,norm_sig,0.0,0.02,0.47,1.095,2,undetectable,0.0,0.0,0.47065625,0.023958333333333335,0.0,0.0
8.0/89,9.0/88,5.0/228,3.0/278,6.0/221,4.0/246,10.0/61,7.0/103,1.0/389,2.0/388,400,5000,1000,norm_sig,0.0,0.02,0.47,3.462,1,identifiable,0.0,0.0,0.44781250000000006,0.007291666666666667,0.0,0.0
9.0/92,8.0/94,5.0/216,3.0/269,6.0/203,4.0/230,10.0/62,7.0/103,1.0/365,2.0/364,400,5000,1000,norm_sig,0.0,0.02,0.47,3.462,1,identifiable,0.0,0.0,0.447453125,0.007291666666666667,0.0,0.0
8.0/95,9.0/94,5.0/230,3.0/273,6.0/220,4.0/244,10.0/69,7.0/102,1.5/387,1.5/387,400,5000,1000,norm_sig,0.0,0.02,0.47,3.462,1,undetectable,0.0,0.0,0.44793229166666665,0.003125,0.0,0.0
9.0/91,8.0/93,6.0/180,3.0/234,5.0/185,4.0/205,10.0/67,7.0/104,2.0/329,1.0/331,400,5000,1000,norm_sig,0.0,0.02,0.47,3.284,1,identifiable,0.0,0.0,0.44958333333333333,0.00625,0.0,0.0
9.0/88,8.0/90,5.0/191,3.0/253,6.0/189,4.0/220,10.0/63,7.0/100,2.0/321,1.0/322,400,5000,1000,norm_sig,0.0,0.02,0.47,3.284,1,detectable,0.0,0.0,0.44926041666666666,0.005208333333333333,0.0,0.0
9.0/90,7.0/94,5.0/198,3.0/251,6.0/192,4.0/216,10.0/58,8.0/91,2.0/352,1.0/354,400,5000,1000,norm_sig,0.0,0.02,0.47,3.284,1,undetectable,0.0,0.0,0.4493489583333333,0.004166666666666667,0.0,0.0
8.0/81,9.0/77,6.0/141,3.0/186,5.0/142,4.0/163,10.0/62,7.0/85,1.5/258,1.5/258,400,5000,1000,norm_sig,0.0,0.02,0.47,3.096,1,detectable,0.0,0.0,0.44973958333333336,0.008333333333333333,0.0,0.0
8.5/86,8.5/86,5.0/158,3.0/192,6.0/151,4.0/172,10.0/58,7.0/96,2.0/232,1.0/234,400,5000,1000,norm_sig,0.0,0.02,0.47,3.096,1,detectable,0.0,0.0,0.44935416666666667,0.008333333333333333,0.0,0.0
7.5/84,9.0/81,6.0/156,3.0/185,5.0/158,4.0/167,10.0/64,7.5/84,2.0/256,1.0/258,400,5000,1000,norm_sig,0.0,0.02,0.47,3.096,1,undetectable,0.0,0.0,0.4509895833333334,0.007291666666666667,0.0,0.0
9.0/84,8.0/86,6.0/126,3.0/160,5.0/131,4.0/141,10.0/66,7.0/87,1.5/198,1.5/198,400,5000,1000,norm_sig,0.0,0.02,0.47,2.896,1,detectable,0.0,0.0,0.4516666666666667,0.009375,0.0,0.0
8.0/84,9.0/83,5.0/114,3.0/148,6.0/112,4.0/135,10.0/59,7.0/89,1.0/206,2.0/205,400,5000,1000,norm_sig,0.0,0.02,0.47,2.896,1,detectable,0.0,0.0,0.45293749999999994,0.0125,0.0,0.0
8.0/85,7.0/88,6.0/123,3.0/155,5.0/128,4.0/138,10.0/59,9.0/79,2.0/196,1.0/200,400,5000,1000,norm_sig,0.0,0.02,0.47,2.896,1,undetectable,0.0,0.0,0.4514375,0.014583333333333334,0.0,0.0
8.0/78,9.0/77,6.0/119,3.0/151,5.0/121,4.0/134,10.0/61,7.0/81,1.5/183,1.5/183,400,5000,1000,norm_sig,0.0,0.02,0.47,2.681,1,detectable,0.0,0.0,0.4565,0.011458333333333333,0.0,0.0
7.5/86,7.5/86,5.0/121,3.0/138,6.0/119,4.0/132,10.0/56,9.0/75,1.5/164,1.5/164,400,5000,1000,norm_sig,0.0,0.02,0.47,2.681,1,detectable,0.0,0.0,0.4564583333333333,0.015625,0.0,0.0
8.5/78,8.5/78,5.5/112,3.0/136,5.5/112,4.0/130,10.0/54,7.0/81,2.0/163,1.0/166,400,5000,1000,norm_sig,0.0,0.02,0.47,2.681,1,undetectable,0.0,0.0,0.457609375,0.011458333333333333,0.0,0.0
8.5/72,8.5/72,6.0/87,3.0/100,5.0/90,4.0/98,10.0/56,7.0/76,2.0/115,1.0/117,400,5000,1000,norm_sig,0.0,0.02,0.47,2.448,1,detectable,0.0,0.0,0.4566145833333334,0.016666666666666666,0.0,0.0
7.0/78,8.0/76,6.0/87,3.0/101,5.0/89,4.0/97,10.0/63,9.0/71,2.0/102,1.0/105,400,5000,1000,norm_sig,0.0,0.02,0.47,2.448,1,undetectable,0.0,0.0,0.4573802083333333,0.014583333333333334,0.0,0.0
9.0/72,7.5/77,5.5/104,3.0/118,5.5/104,4.0/115,10.0/60,7.5/77,2.0/132,1.0/133,400,5000,1000,norm_sig,0.0,0.02,0.47,2.448,1,undetectable,0.0,0.0,0.45778125000000003,0.013541666666666667,0.0,0.0
8.5/70,8.5/70,5.0/82,2.5/91,6.0/79,4.0/87,10.0/56,7.0/72,2.5/91,1.0/93,400,5000,1000,norm_sig,0.0,0.02,0.47,2.189,1,undetectable,0.0,0.0,0.46175000000000005,0.017708333333333333,0.0,0.0
8.0/68,9.0/67,7.0/70,2.5/82,5.5/71,4.0/79,10.0/53,5.5/71,2.5/82,1.0/83,400,5000,1000,norm_sig,0.0,0.02,0.47,2.189,1,undetectable,0.0,0.0,0.46316666666666667,0.014583333333333334,0.0,0.0
6.0/71,7.0/70,8.5/69,3.0/85,5.0/76,4.0/84,10.0/57,8.5/69,2.0/91,1.0/93,400,5000,1000,norm_sig,0.0,0.02,0.47,2.189,1,undetectable,0.0,0.0,0.4602864583333333,0.01875,0.0,0.0
2.5/68,5.5/66,9.0/63,2.5/68,7.5/64,1.0/69,10.0/52,7.5/64,5.5/66,4.0/67,400,5000,1000,norm_sig,0.0,0.02,0.47,1.896,1,undetectable,0.0,0.0,0.466625,0.01875,0.0,0.0
8.0/67,8.0/67,8.0/67,1.0/76,5.0/71,2.5/73,10.0/52,5.0/71,5.0/71,2.5/73,400,5000,1000,norm_sig,0.0,0.02,0.47,1.896,1,undetectable,0.0,0.0,0.4663020833333333,0.019791666666666666,0.0,0.0
1.5/68,5.0/64,7.0/61,6.0/62,4.0/65,3.0/67,8.5/56,1.5/68,10.0/54,8.5/56,400,5000,1000,norm_sig,0.0,0.02,0.47,1.896,1,undetectable,0.0,0.0,0.4677916666666667,0.020833333333333332,0.0,0.0
3.5/61,6.0/59,5.0/60,3.5/61,7.0/58,2.0/62,8.5/52,1.0/65,10.0/51,8.5/52,400,5000,1000,norm_sig,0.0,0.02,0.47,1.548,1,undetectable,0.0,0.0,0.4727395833333333,0.022916666666666665,0.0,0.0
2.0/65,3.0/64,6.5/58,5.0/59,6.5/58,4.0/63,8.0/53,1.0/66,10.0/47,9.0/51,400,5000,1000,norm_sig,0.0,0.02,0.47,1.548,1,undetectable,0.0,0.0,0.47303645833333335,0.020833333333333332,0.0,0.0
1.0/68,3.0/65,5.5/60,7.0/59,5.5/60,4.0/64,8.5/52,2.0/66,10.0/51,8.5/52,400,5000,1000,norm_sig,0.0,0.02,0.47,1.548,1,undetectable,0.0,0.0,0.4749114583333333,0.023958333333333335,0.0,0.0
2.0/62,3.0/58,6.0/55,5.0/56,7.0/53,4.0/57,8.0/51,1.0/63,9.5/46,9.5/46,400,5000,1000,norm_sig,0.0,0.02,0.47,1.095,1,undetectable,0.0,0.0,0.4817708333333333,0.025,0.0,0.0
1.5/64,3.0/62,6.0/56,5.0/58,7.0/54,4.0/59,8.0/50,1.5/64,10.0/44,9.0/46,400,5000,1000,norm_sig,0.0,0.02,0.47,1.095,1,undetectable,0.0,0.0,0.4817708333333333,0.022916666666666665,0.0,0.0
2.0/59,3.5/58,5.5/55,5.5/55,7.0/54,3.5/58,8.0/53,1.0/62,10.0/46,9.0/48,400,5000,1000,norm_sig,0.0,0.02,0.47,1.095,1,undetectable,0.0,0.0,0.48134895833333335,0.028125,0.0,0.0
5.5/1000,5.5/1000,5.5/1000,5.5/1000,5.5/1000,5.5/1000,5.5/1000,5.5/1000,5.5/1000,5.5/1000,400,5000,1000,norm_sig,0.0,0.0,0.24,3.462,20,identifiable,0.0,0.0,0.05122916666666667,0.0,0.0,0.0
5.0/1000,5.0/1000,5.0/1000,5.0/1000,5.0/1000,5.0/1000,5.0/1000,5.0/1000,5.0/1000,10.0/997,400,5000,1000,norm_sig,0.0,0.0,0.24,3.284,20,identifiable,0.0,0.0,0.05219791666666667,0.0,0.0,0.0
4.5/1000,4.5/1000,4.5/1000,4.5/1000,4.5/1000,4.5/1000,4.5/1000,4.5/1000,9.0/997,10.0/993,400,5000,1000,norm_sig,0.0,0.0,0.24,3.096,20,identifiable,0.0,0.0,0.055072916666666666,0.0,0.0,0.0
4.0/1000,4.0/1000,4.0/1000,4.0/1000,4.0/1000,4.0/1000,8.0/994,4.0/1000,9.0/985,10.0/976,400,5000,1000,norm_sig,0.0,0.0,0.24,2.896,20,identifiable,0.0,0.0,0.057187499999999995,0.0,0.0,0.0
6.5/996,6.5/996,3.0/997,3.0/997,3.0/997,3.0/997,8.0/982,3.0/997,9.0/965,10.0/940,400,5000,1000,norm_sig,0.0,0.0,0.24,2.681,20,identifiable,0.0,0.0,0.06147395833333333,0.0,0.0,0.0
3.0/978,3.0/978,7.0/967,1.0/981,5.5/976,5.5/976,8.0/910,3.0/978,9.0/856,10.0/822,400,5000,1000,norm_sig,0.0,0.0,0.24,2.448,20,identifiable,0.0,0.0,0.06928125,0.0,0.0,0.0
5.5/901,5.5/901,7.0/888,4.0/912,2.0/914,1.0/915,8.0/790,3.0/913,9.0/675,10.0/650,400,5000,1000,norm_sig,0.0,0.0,0.24,2.189,20,detectable,0.0,0.0,0.07970833333333333,0.0,0.0,0.0
5.5/743,5.5/743,7.0/689,2.0/768,4.0/763,3.0/764,8.0/573,1.0/788,9.0/481,10.0/466,400,5000,1000,norm_sig,0.0,0.0,0.24,1.896,20,detectable,0.0,0.0,0.10861979166666666,0.0,0.0,0.0
5.0/426,3.5/427,7.0/370,2.0/430,6.0/421,3.5/427,8.0/298,1.0/508,9.0/262,10.0/250,400,5000,1000,norm_sig,0.0,0.0,0.24,1.548,20,detectable,0.0,0.0,0.16614062500000001,0.0,0.0,0.0
3.0/191,2.0/192,7.0/145,6.0/182,5.0/185,4.0/187,8.0/116,1.0/228,9.5/110,9.5/110,400,5000,1000,norm_sig,0.0,0.0,0.24,1.095,20,detectable,0.0,0.0,0.2813177083333333,0.0010416666666666667,0.0,0.0
7.5/998,7.5/998,3.0/1000,3.0/1000,3.0/1000,3.0/1000,10.0/995,7.5/998,3.0/1000,7.5/998,400,5000,1000,norm_sig,0.0,0.0,0.24,3.462,14,identifiable,0.0,0.0,0.10242708333333334,0.0,0.0,0.0
6.5/997,6.5/997,2.5/1000,2.5/1000,2.5/1000,2.5/1000,10.0/976,6.5/997,6.5/997,9.0/993,400,5000,1000,norm_sig,0.0,0.0,0.24,3.284,14,identifiable,0.0,0.0,0.10910937500000001,0.0,0.0,0.0
5.5/992,5.5/992,2.5/998,2.5/998,2.5/998,2.5/998,10.0/959,7.0/990,8.0/983,9.0/970,400,5000,1000,norm_sig,0.0,0.0,0.24,3.096,14,identifiable,0.0,0.0,0.11019270833333333,0.0,0.0,0.0
5.5/971,5.5/971,4.0/982,1.5/986,3.0/985,1.5/986,10.0/887,7.0/970,8.0/947,9.0/929,400,5000,1000,norm_sig,0.0,0.0,0.24,2.896,14,identifiable,0.0,0.0,0.1176875,0.0,0.0,0.0
6.5/939,6.5/939,4.0/962,1.0/972,2.5/970,2.5/970,10.0/814,5.0/946,8.0/858,9.0/826,400,5000,1000,norm_sig,0.0,0.0,0.24,2.681,14,identifiable,0.0,0.0,0.11844270833333334,0.0,0.0,0.0
6.5/858,6.5/858,4.0/882,1.0/907,3.0/898,2.0/900,10.0/667,5.0/865,8.0/752,9.0/721,400,5000,1000,norm_sig,0.0,0.0,0.24,2.448,14,detectable,0.0,0.0,0.12949479166666666,0.0,0.0,0.0
5.5/696,5.5/696,7.0/685,1.0/743,3.0/727,2.0/728,10.0/490,4.0/718,8.0/576,9.0/553,400,5000,1000,norm_sig,0.0,0.0,0.24,2.189,14,detectable,0.0,0.0,0.1459427083333333,0.0,0.0,0.0
5.0/489,6.0/488,7.0/469,2.0/538,4.0/528,3.0/532,10.0/321,1.0/551,8.0/367,9.0/348,400,5000,1000,norm_sig,0.0,0.0,0.24,1.896,14,detectable,0.0,0.0,0.18113541666666666,0.0,0.0,0.0
5.0/298,6.0/296,7.0/248,4.0/305,3.0/307,2.0/311,10.0/169,1.0/323,8.0/198,9.0/189,400,5000,1000,norm_sig,0.0,0.0,0.24,1.548,14,detectable,0.0,0.0,0.23958854166666665,0.0010416666666666667,0.0,0.0
3.0/148,2.0/150,7.0/107,6.0/132,5.0/138,4.0/141,8.0/81,1.0/160,9.0/79,10.0/76,400,5000,1000,norm_sig,0.0,0.0,0.24,1.095,14,detectable,0.0,0.0,0.33823958333333337,0.004166666666666667,0.0,0.0
8.5/975,8.5/975,2.5/998,2.5/998,2.5/998,2.5/998,10.0/892,7.0/981,5.0/993,6.0/988,400,5000,1000,norm_sig,0.0,0.0,0.24,3.462,10,identifiable,0.0,0.0,0.16820833333333332,0.0,0.0,0.0
9.0/942,8.0/943,4.0/983,2.0/990,2.0/990,2.0/990,10.0/821,7.0/962,5.0/975,6.0/968,400,5000,1000,norm_sig,0.0,0.0,0.24,3.284,10,identifiable,0.0,0.0,0.16796354166666666,0.0,0.0,0.0
7.5/913,7.5/913,3.5/976,1.0/982,3.5/976,2.0/977,10.0/742,9.0/911,5.0/948,6.0/926,400,5000,1000,norm_sig,0.0,0.0,0.24,3.096,10,identifiable,0.0,0.0,0.17554687500000002,0.0,0.0,0.0
7.0/870,8.0/869,4.0/928,1.0/947,3.0/942,2.0/944,10.0/644,6.0/872,5.0/873,9.0/857,400,5000,1000,norm_sig,0.0,0.0,0.24,2.896,10,identifiable,0.0,0.0,0.17473437499999997,0.0,0.0,0.0
5.5/798,5.5/798,4.0/830,1.0/865,3.0/859,2.0/863,10.0/534,7.0/777,8.0/767,9.0/734,400,5000,1000,norm_sig,0.0,0.0,0.24,2.681,10,detectable,0.0,0.0,0.18211979166666667,0.0,0.0,0.0
5.0/661,6.0/657,4.0/678,1.0/736,3.0/725,2.0/729,10.0/427,7.0/645,8.0/612,9.0/591,400,5000,1000,norm_sig,0.0,0.0,0.24,2.448,10,detectable,0.0,0.0,0.19719270833333333,0.0,0.0,0.0
