ghc,hc,bj,gbj,gnull,ggnull,score,fdr_ratio,minP,N,H0,H1,name,min_cor,avg_cor,max_cor,mu,eps,ghc-AvgFailPct,ghc-PctAllFail,gbj-AvgFailPct,gbj-PctAllFail,ggnull-AvgFailPct,ggnull-PctAllFail
5.0/1000,5.0/1000,5.0/1000,5.0/1000,5.0/1000,5.0/1000,5.0/1000,5.0/1000,5.0/1000,400,5000,500,I,0.0,0.0,0.0,3.462,20,0.0,0.0,0.055178571428571424,0.0,0.0,0.0
5.0/1000,5.0/1000,5.0/1000,5.0/1000,5.0/1000,5.0/1000,5.0/1000,5.0/1000,5.0/1000,400,5000,500,I,0.0,0.0,0.0,3.284,20,0.0,0.0,0.05116071428571429,0.0,0.0,0.0
4.5/1000,4.5/1000,4.5/1000,4.5/1000,4.5/1000,4.5/1000,4.5/1000,4.5/1000,9.0/993,400,5000,500,I,0.0,0.0,0.0,3.096,20,0.0,0.0,0.055,0.0,0.0,0.0
4.0/1000,4.0/1000,4.0/1000,4.0/1000,4.0/1000,4.0/1000,4.0/1000,8.0/984,9.0/973,400,5000,500,I,0.0,0.0,0.0,2.896,20,0.0,0.0,0.05429687500000001,0.0,0.0,0.0
4.5/997,4.5/997,4.5/997,4.5/997,4.5/997,4.5/997,1.0/1000,8.0/964,9.0/946,400,5000,500,I,0.0,0.0,0.0,2.681,20,0.0,0.0,0.06066964285714286,0.0,0.0,0.0
5.5/982,5.5/982,7.0/977,3.5/984,1.5/986,1.5/986,3.5/984,8.0/845,9.0/834,400,5000,500,I,0.0,0.0,0.0,2.448,20,0.0,0.0,0.07092633928571428,0.0,0.0,0.0
4.5/915,4.5/915,7.0/897,3.0/917,1.5/924,1.5/924,6.0/912,8.0/707,9.0/671,400,5000,500,I,0.0,0.0,0.0,2.189,20,0.0,0.0,0.0908482142857143,0.0,0.0,0.0
5.5/676,5.5/676,7.0/638,4.0/689,2.5/696,2.5/696,1.0/743,8.0/468,9.0/446,400,5000,500,I,0.0,0.0,0.0,1.896,20,0.0,0.0,0.11925223214285714,0.0,0.0,0.0
2.5/406,2.5/406,7.0/337,4.0/401,5.5/399,5.5/399,1.0/488,8.5/267,8.5/267,400,5000,500,I,0.0,0.0,0.0,1.548,20,0.0,0.0,0.17135044642857147,0.0,0.0,0.0
4.5/154,4.5/154,7.0/122,6.0/147,2.5/156,2.5/156,1.0/203,8.5/118,8.5/118,400,5000,500,I,0.0,0.0,0.0,1.095,20,0.0,0.0,0.2880915178571429,0.0,0.0,0.0
5.0/1000,5.0/1000,5.0/1000,5.0/1000,5.0/1000,5.0/1000,5.0/1000,5.0/1000,5.0/1000,400,5000,500,I,0.0,0.0,0.0,3.462,17,0.0,0.0,0.07962053571428572,0.0,0.0,0.0
8.5/997,8.5/997,4.0/1000,4.0/1000,4.0/1000,4.0/1000,4.0/1000,4.0/1000,4.0/1000,400,5000,500,I,0.0,0.0,0.0,3.284,17,0.0,0.0,0.078046875,0.0,0.0,0.0
4.0/1000,4.0/1000,4.0/1000,4.0/1000,4.0/1000,4.0/1000,4.0/1000,8.0/997,9.0/986,400,5000,500,I,0.0,0.0,0.0,3.096,17,0.0,0.0,0.08066964285714286,0.0,0.0,0.0
3.0/1000,3.0/1000,6.5/997,3.0/1000,3.0/1000,3.0/1000,6.5/997,8.0/979,9.0/962,400,5000,500,I,0.0,0.0,0.0,2.896,17,0.0,0.0,0.08564732142857143,0.0,0.0,0.0
6.5/984,6.5/984,2.5/995,2.5/995,2.5/995,2.5/995,5.0/988,8.0/933,9.0/906,400,5000,500,I,0.0,0.0,0.0,2.681,17,0.0,0.0,0.08876116071428572,0.0,0.0,0.0
4.5/935,4.5/935,6.0/933,2.0/944,2.0/944,2.0/944,7.0/928,8.0/772,9.0/750,400,5000,500,I,0.0,0.0,0.0,2.448,17,0.0,0.0,0.09359375,0.0,0.0,0.0
6.5/823,6.5/823,5.0/825,1.0/857,2.5/854,2.5/854,4.0/848,8.0/631,9.0/602,400,5000,500,I,0.0,0.0,0.0,2.189,17,0.0,0.0,0.11120535714285715,0.0,0.0,0.0
5.5/651,5.5/651,7.0/595,2.0/660,3.5/654,3.5/654,1.0/676,8.0/419,9.0/399,400,5000,500,I,0.0,0.0,0.0,1.896,17,0.0,0.0,0.14688616071428573,0.0,0.0,0.0
5.5/341,5.5/341,7.0/321,4.0/386,2.5/392,2.5/392,1.0/401,8.0/243,9.0/229,400,5000,500,I,0.0,0.0,0.0,1.548,17,0.0,0.0,0.20994419642857146,0.0,0.0,0.0
2.5/167,2.5/167,7.0/111,6.0/140,4.5/149,4.5/149,1.0/174,8.5/98,8.5/98,400,5000,500,I,0.0,0.0,0.0,1.095,17,0.0,0.0,0.32392857142857145,0.008928571428571428,0.0,0.0
6.5/997,6.5/997,3.0/1000,3.0/1000,3.0/1000,3.0/1000,3.0/1000,8.5/993,8.5/993,400,5000,500,I,0.0,0.0,0.0,3.462,15,0.0,0.0,0.09973214285714287,0.0,0.0,0.0
4.0/1000,4.0/1000,4.0/1000,4.0/1000,4.0/1000,4.0/1000,4.0/1000,8.5/997,8.5/997,400,5000,500,I,0.0,0.0,0.0,3.284,15,0.0,0.0,0.09341517857142856,0.0,0.0,0.0
6.5/995,6.5/995,4.5/997,2.0/1000,2.0/1000,2.0/1000,4.5/997,8.0/988,9.0/979,400,5000,500,I,0.0,0.0,0.0,3.096,15,0.0,0.0,0.10723214285714287,0.0,0.0,0.0
5.5/995,5.5/995,2.5/1000,2.5/1000,2.5/1000,2.5/1000,7.0/993,8.0/959,9.0/955,400,5000,500,I,0.0,0.0,0.0,2.896,15,0.0,0.0,0.10236607142857143,0.0,0.0,0.0
6.5/953,6.5/953,4.0/977,1.0/982,2.5/979,2.5/979,5.0/962,8.0/879,9.0/848,400,5000,500,I,0.0,0.0,0.0,2.681,15,0.0,0.0,0.11339285714285714,0.0,0.0,0.0
5.5/897,5.5/897,4.0/906,1.0/917,2.5/915,2.5/915,7.0/895,8.0/767,9.0/720,400,5000,500,I,0.0,0.0,0.0,2.448,15,0.0,0.0,0.12316964285714287,0.0,0.0,0.0
5.5/741,5.5/741,7.0/738,1.0/776,2.5/765,2.5/765,4.0/761,8.0/618,9.0/595,400,5000,500,I,0.0,0.0,0.0,2.189,15,0.0,0.0,0.14362723214285714,0.0,0.0,0.0
5.5/544,5.5/544,7.0/540,1.0/578,2.5/566,2.5/566,4.0/558,8.0/361,9.0/350,400,5000,500,I,0.0,0.0,0.0,1.896,15,0.0,0.0,0.17754464285714283,0.0,0.0,0.0
2.5/312,2.5/312,7.0/254,4.0/310,5.5/305,5.5/305,1.0/368,8.0/196,9.0/187,400,5000,500,I,0.0,0.0,0.0,1.548,15,0.0,0.0,0.23488839285714283,0.0,0.0,0.0
5.5/111,5.5/111,9.0/82,3.0/113,3.0/113,3.0/113,1.0/133,7.0/93,8.0/89,400,5000,500,I,0.0,0.0,0.0,1.095,15,0.0,0.0,0.3357924107142857,0.004464285714285714,0.0,0.0
8.5/997,8.5/997,4.0/1000,4.0/1000,4.0/1000,4.0/1000,4.0/1000,4.0/1000,4.0/1000,400,5000,500,I,0.0,0.0,0.0,3.462,13,0.0,0.0,0.12699776785714284,0.0,0.0,0.0
6.5/997,6.5/997,3.0/1000,3.0/1000,3.0/1000,3.0/1000,3.0/1000,8.0/995,9.0/993,400,5000,500,I,0.0,0.0,0.0,3.284,13,0.0,0.0,0.12424107142857144,0.0,0.0,0.0
6.5/988,6.5/988,2.5/995,2.5/995,2.5/995,2.5/995,5.0/993,8.0/986,9.0/964,400,5000,500,I,0.0,0.0,0.0,3.096,13,0.0,0.0,0.13151785714285716,0.0,0.0,0.0
5.5/966,5.5/966,4.0/988,2.0/993,2.0/993,2.0/993,7.0/962,8.0/953,9.0/928,400,5000,500,I,0.0,0.0,0.0,2.896,13,0.0,0.0,0.13604910714285715,0.0,0.0,0.0
6.5/930,6.5/930,4.0/944,3.0/959,1.5/962,1.5/962,5.0/933,8.0/854,9.0/837,400,5000,500,I,0.0,0.0,0.0,2.681,13,0.0,0.0,0.13135044642857144,0.0,0.0,0.0
5.5/819,5.5/819,4.0/832,1.0/877,2.5/870,2.5/870,7.0/796,8.0/725,9.0/683,400,5000,500,I,0.0,0.0,0.0,2.448,13,0.0,0.0,0.14737723214285717,0.0,0.0,0.0
6.5/658,6.5/658,4.0/671,1.0/716,2.5/709,2.5/709,5.0/660,8.0/544,9.0/511,400,5000,500,I,0.0,0.0,0.0,2.189,13,0.0,0.0,0.1703125,0.0,0.0,0.0
5.5/444,5.5/444,7.0/410,4.0/466,1.5/479,1.5/479,3.0/468,8.0/310,9.0/290,400,5000,500,I,0.0,0.0,0.0,1.896,13,0.0,0.0,0.20552455357142854,0.0,0.0,0.0
2.5/252,2.5/252,7.5/194,4.0/250,5.5/238,5.5/238,1.0/303,7.5/194,9.0/183,400,5000,500,I,0.0,0.0,0.0,1.548,13,0.0,0.0,0.2767299107142857,0.0,0.0,0.0
4.5/93,4.5/93,9.0/66,8.0/84,2.5/98,2.5/98,1.0/127,6.0/91,7.0/87,400,5000,500,I,0.0,0.0,0.0,1.095,13,0.0,0.0,0.3755580357142857,0.006696428571428571,0.0,0.0
8.0/991,8.0/991,2.5/1000,2.5/1000,2.5/1000,2.5/1000,6.0/993,5.0/995,8.0/991,400,5000,500,I,0.0,0.0,0.0,3.462,11,0.0,0.0,0.15680803571428573,0.0,0.0,0.0
5.5/988,5.5/988,2.5/1000,2.5/1000,2.5/1000,2.5/1000,8.0/977,7.0/982,9.0/975,400,5000,500,I,0.0,0.0,0.0,3.284,11,0.0,0.0,0.16157366071428572,0.0,0.0,0.0
5.5/970,5.5/970,4.0/986,2.0/995,2.0/995,2.0/995,8.5/955,7.0/964,8.5/955,400,5000,500,I,0.0,0.0,0.0,3.096,11,0.0,0.0,0.16088169642857145,0.0,0.0,0.0
5.5/917,5.5/917,4.0/964,2.0/977,2.0/977,2.0/977,8.0/901,7.0/908,9.0/892,400,5000,500,I,0.0,0.0,0.0,2.896,11,0.0,0.0,0.17064732142857145,0.0,0.0,0.0
5.5/872,5.5/872,4.0/904,1.0/926,2.5/919,2.5/919,7.0/843,8.0/787,9.0/750,400,5000,500,I,0.0,0.0,0.0,2.681,11,0.0,0.0,0.1691517857142857,0.0,0.0,0.0
5.5/738,5.5/738,4.0/774,1.0/803,2.5/799,2.5/799,7.0/689,8.0/651,9.0/638,400,5000,500,I,0.0,0.0,0.0,2.448,11,0.0,0.0,0.18981026785714286,0.0,0.0,0.0
6.5/526,6.5/526,4.0/544,1.0/611,2.5/589,2.5/589,5.0/537,8.0/450,9.0/430,400,5000,500,I,0.0,0.0,0.0,2.189,11,0.0,0.0,0.20879464285714286,0.0,0.0,0.0
4.5/388,4.5/388,7.0/343,2.0/399,4.5/388,4.5/388,1.0/424,8.0/274,9.0/267,400,5000,500,I,0.0,0.0,0.0,1.896,11,0.0,0.0,0.2318861607142857,0.0,0.0,0.0
6.5/187,6.5/187,5.0/194,3.0/229,3.0/229,3.0/229,1.0/241,8.0/174,9.0/169,400,5000,500,I,0.0,0.0,0.0,1.548,11,0.0,0.0,0.3014508928571429,0.0,0.0,0.0
4.5/87,4.5/87,9.0/60,6.5/82,2.5/91,2.5/91,1.0/100,6.5/82,8.0/80,400,5000,500,I,0.0,0.0,0.0,1.095,11,0.0,0.0,0.3846205357142857,0.013392857142857142,0.0,0.0
8.5/950,8.5/950,5.5/991,2.0/995,3.5/993,3.5/993,7.0/968,1.0/997,5.5/991,400,5000,500,I,0.0,0.0,0.0,3.462,9,0.0,0.0,0.2005580357142857,0.0,0.0,0.0
7.5/937,7.5/937,4.0/982,1.0/991,2.5/988,2.5/988,9.0/935,5.0/970,6.0/962,400,5000,500,I,0.0,0.0,0.0,3.284,9,0.0,0.0,0.20276785714285714,0.0,0.0,0.0
7.5/881,7.5/881,4.0/948,1.0/957,2.5/955,2.5/955,9.0/870,5.0/921,6.0/892,400,5000,500,I,0.0,0.0,0.0,3.096,9,0.0,0.0,0.20104910714285712,0.0,0.0,0.0
8.5/799,8.5/799,4.0/901,1.0/919,2.5/912,2.5/912,7.0/805,5.0/866,6.0/857,400,5000,500,I,0.0,0.0,0.0,2.896,9,0.0,0.0,0.21049107142857143,0.0,0.0,0.0
6.5/707,6.5/707,4.0/781,1.0/823,2.5/801,2.5/801,8.0/703,5.0/716,9.0/685,400,5000,500,I,0.0,0.0,0.0,2.681,9,0.0,0.0,0.20976562499999998,0.0,0.0,0.0
6.5/575,6.5/575,4.0/642,1.0/683,2.5/671,2.5/671,9.0/549,5.0/609,8.0/571,400,5000,500,I,0.0,0.0,0.0,2.448,9,0.0,0.0,0.23510044642857145,0.0,0.0,0.0
5.0/433,5.0/433,5.0/433,1.0/488,2.5/482,2.5/482,9.0/415,7.0/426,8.0/419,400,5000,500,I,0.0,0.0,0.0,2.189,9,0.0,0.0,0.25141741071428575,0.0,0.0,0.0
6.5/263,6.5/263,5.0/267,2.0/305,3.5/292,3.5/292,1.0/314,8.0/261,9.0/250,400,5000,500,I,0.0,0.0,0.0,1.896,9,0.0,0.0,0.28406250000000005,0.0,0.0,0.0
5.5/145,5.5/145,9.0/127,2.0/162,3.5/160,3.5/160,1.0/176,7.0/138,8.0/136,400,5000,500,I,0.0,0.0,0.0,1.548,9,0.0,0.0,0.3383147321428571,0.004464285714285714,0.0,0.0
2.5/93,2.5/93,9.0/60,6.0/78,4.5/82,4.5/82,1.0/107,8.0/62,7.0/64,400,5000,500,I,0.0,0.0,0.0,1.095,9,0.0,0.0,0.4060491071428572,0.002232142857142857,0.0,0.0
8.5/845,8.5/845,4.0/984,2.0/988,2.0/988,2.0/988,7.0/866,5.0/959,6.0/955,400,5000,500,I,0.0,0.0,0.0,3.462,7,0.0,0.0,0.25161830357142856,0.0,0.0,0.0
8.5/792,8.5/792,4.0/957,1.0/968,2.5/964,2.5/964,7.0/801,5.0/933,6.0/912,400,5000,500,I,0.0,0.0,0.0,3.284,7,0.0,0.0,0.2528125,0.0,0.0,0.0
7.5/750,7.5/750,4.0/897,3.0/908,1.5/910,1.5/910,9.0/709,5.0/850,6.0/825,400,5000,500,I,0.0,0.0,0.0,3.096,7,0.0,0.0,0.2531138392857143,0.0,0.0,0.0
7.5/625,7.5/625,6.0/770,1.0/823,3.0/796,3.0/796,9.0/591,3.0/796,5.0/779,400,5000,500,I,0.0,0.0,0.0,2.896,7,0.0,0.0,0.26327008928571427,0.0,0.0,0.0
7.5/533,7.5/533,4.5/633,1.0/678,2.5/667,2.5/667,9.0/526,4.5/633,6.0/611,400,5000,500,I,0.0,0.0,0.0,2.681,7,0.0,0.0,0.268203125,0.0,0.0,0.0
8.5/415,8.5/415,6.0/455,1.0/522,2.5/513,2.5/513,7.0/433,4.0/506,5.0/493,400,5000,500,I,0.0,0.0,0.0,2.448,7,0.0,0.0,0.27883928571428573,0.0,0.0,0.0
7.5/299,7.5/299,6.0/303,4.5/348,2.5/350,2.5/350,9.0/290,1.0/359,4.5/348,400,5000,500,I,0.0,0.0,0.0,2.189,7,0.0,0.0,0.30280133928571434,0.002232142857142857,0.0,0.0
6.0/196,6.0/196,9.0/171,3.0/223,1.5/225,1.5/225,4.0/218,6.0/196,8.0/187,400,5000,500,I,0.0,0.0,0.0,1.896,7,0.0,0.0,0.3255245535714285,0.0,0.0,0.0
4.5/125,4.5/125,9.0/107,2.0/129,4.5/125,4.5/125,1.0/140,8.0/113,7.0/118,400,5000,500,I,0.0,0.0,0.0,1.548,7,0.0,0.0,0.3813950892857143,0.004464285714285714,0.0,0.0
6.5/60,6.5/60,8.0/58,9.0/53,2.5/64,2.5/64,1.0/80,4.5/62,4.5/62,400,5000,500,I,0.0,0.0,0.0,1.095,7,0.0,0.0,0.42666294642857144,0.008928571428571428,0.0,0.0
8.5/591,8.5/591,6.0/854,1.0/886,3.5/872,3.5/872,7.0/638,2.0/875,5.0/866,400,5000,500,I,0.0,0.0,0.0,3.462,5,0.0,0.0,0.3081696428571429,0.0,0.0,0.0
7.5/549,7.5/549,6.0/805,2.5/828,4.5/810,4.5/810,9.0/546,1.0/839,2.5/828,400,5000,500,I,0.0,0.0,0.0,3.284,5,0.0,0.0,0.3143526785714286,0.0,0.0,0.0
